0030aded3a67b29946a128ee8468388e,8450,sao paulo,SP
0030fbb95fbe7e61f798a80edb01a8e9,14071,ribeirao preto,SP
00314f95a054231742e3c5396b333b88,11440,guaruja,SP
003177b3eeca50af17750f53802c9a09,58052,joao pessoa,PB
0031abfb953b66e998f67b09e7b11375,84040,ponta grossa,PR
0031c1062edf836ef7a7a7ea758b137b,24808,itaborai,RJ
00330644cccc5db0276fa836976306fe,20021,rio de janeiro,RJ
00331de1659c7f4fb660c8810e6de3f5,93800,sapiranga,RS
0033823ee55671ac5317d423291333c2,95041,caxias do sul,RS
0034f7933de3ead6bd9ba49afe95f119,79621,tres lagoas,MS
003536ce5e18f1d12b9bf76932f8a6b1,3040,sao paulo,SP
0035b30e58c620fa2bd30275ddd4f7ef,24342,niteroi,RJ
0036875772a8eeb391b8cd7226283fdd,9270,santo andre,SP
0037d14e53af1d555a582504a4058f4c,5857,sao paulo,SP
00380c010de38d578d02117f6d0b88e7,85420,corbelia,PR
0039b3e41ac6615814a0b44a8992bff5,26562,mesquita,RJ
003b595c764773e20e0949b6fba7b1dc,18305,capao bonito,SP
003bc8d06ebed9d146eb9f100d0a89ae,60175,fortaleza,CE
003bdf7fd8312f9d14a4b979f3747334,3813,sao paulo,SP
003c7cadba4f182b9f22d7d5ea7a5003,3981,sao paulo,SP
003cb2c7ce25d8af8556fb456f903546,41200,salvador,BA
003cbe6a43560a8b6fd2c07531257c2d,88200,tijucas,SC
003e45472805afa1ee701d83284fa22b,90670,porto alegre,RS
003eab528664e1bd677218ef4be086ac,21041,rio de janeiro,RJ
003ec17a1389fa302f3a0423dddd8650,13190,monte mor,SP
003f7d92ac63c512bb6584219806f8df,4310,sao paulo,SP
